text,positive,negative
"Prochaine fois, appelez-moi, j'habite à reston",1,0
"salut! Je vais bien, uni est bon, passe la charge de travail. J'aimerais rattraper quelque temps. comment avez-vous été?",1,0
"Wow, superbe shopping, profitez de la musique. Jamais utilisé amazon-mp3-store avant. Maintenant, je dois le faire: -d heffa great day",1,0
Vient d'envoyer ahmed au salon pour rebonding,1,0
"Guapisimo, chico vous et ms. Lady gaga avait l'air incroyable comme d'habitude",1,0
"Est allé dormir, et j'espère que quand je me serai réveillé, j'aurai compris comment mettre une photo",1,0
Vous avez écrit à Shane Dawson? Vous devriez essayer destery et nate (desandnate est leur youtube). Leurs trucs sont si mignons!,1,0
"Peut-être un jour, nous y arriverons ...",1,0
Pense à retourner à l'école à nouveau. Une personne en particulier m'inspire ...,1,0
"Besoin d'obtenir un mac, il durera plus longtemps et aura sa valeur! Et si quelque chose se passe, je peux le réparer!",1,0
Ty darlin! Comme ma nièce le dirait .... je t'aime plus 2!,1,0
Alors Twitter est également bon pour votre santé,1,0
toute la journée.,1,0
Est prêt à être avec tous les! Temps pour l'église,1,0
"Nous allons bien, maman est porteur de poids et amp; Je suis bon ... jusqu'à présent nul numéro 3",1,0
"Awww, c'est mignon.",1,0
Bientôt vous serez une putain de la marque,1,0
Personnes qui aiment les jeux de simulation d'entreprise: www.airlinemogul.com génial de gérer votre propre entreprise de transport aérien,1,0
Seulement ce lundi et un de plus ... alors l'été !!!!! Je ne peux pas attendre !!!!!!,1,0
"Est-ce que l'amour de collingwoods garde le gardien, le cricket de l'école à son meilleur !!",1,0
Vous êtes prêt pour l'anglais? Rendez-vous fier!,1,0
"Oui, il était très heureux",1,0
Je pense que vous devriez le faire avec hannah,1,0
soit mon invité !,1,0
En attente de mes gaufres aux pommes,1,0
"Cela dépend de vous ... et l'univers à décider, en plus, c'est une personne de plus sur cette chose, mieux que personne",1,0
En espérant qu'aujourd'hui soit mieux que hier. Je dois faire tout ce qu'il faut pour sortir de mon appartement.,1,0
"Eh bien, ils vont juste devoir l'abandonner pour toujours ... ou ils devront faire face à vous ...",1,0
En allant à st. Martin!!! Vacances pour une semaine,1,0
Femme extrêmement fière pour le moment ... kev a mis un nouveau pr dans son 5k ce matin,1,0
: / Maintenant je manipule un fichier 290 + mb .psd maintenant ... pas un 10kb .php - c'est ce que je m'inquiète,1,0
"Je ne peux pas attendre pour être au jv baseball game en 30 minutes !! A commencé à 3, mais oh bien. Je serai toujours là pour encourager et stating !!",1,0
Yay kris allen dans la finale !!! Joyeux son adam et kris et pas danny,1,0
dis lui!! Lol sur nous ...,1,0
Dis joyeux anniversaire à ton sis de moi,1,0
Je t'aime aussi des trucs sexuels,1,0
"Yaaa sera prêt pour une autre semaine pluvieuse!? Bummer. Eh bien, au moins, je me suis rappelé de changer mon calendrier pour mai ce matin.",1,0
"Bonjour, tout le monde commence une autre semaine, même si un coup de foudre pour ceux d'entre nous prenant le vendredi ...",1,0
"Vérifiez ce que je viens de faire pour ce magasin, c'est la taille cha",1,0
Je ne suis plus mon anniversaire. Je suis flasque. c'est marrant.,1,0
Assis au collège en attendant mon examen de fin d'année! Wooo,1,0
Je vais toujours,1,0
N'ayez pas peur de monter votre rêve ...,1,0
Ça aide si vous utilisez,1,0
"Citation du jour de beck: ray: ""aujourd'hui, c'est une bonne journée pour mourir"" Wayne: ""arrêtez d'essayer d'agir cool!""",1,0
Est ravi de retourner à l'école,1,0
J'ai un visuel. je souris. voir,1,0
Il a fait!,1,0
"Incroyable oui, le parasite est le meilleur, en raison de la faible visibilité ... bizarrement cette fois tout de w. L'Europe m'échappe",1,0
"Vous êtes apparu dans mon rêve la nuit dernière - et oui, lors d'un mariage! Je vous ai signalé à mon père et à mon père Dit ""elle est un ex-pingouin!""",1,0
Il est tellement citable. ? ~ 6h497,1,0
"""Le toit, le toit, le toit est en feu!"" Prenez-en une ancienne école. Quelle est votre chanson ou rap préféré de l'ancienne école?",1,0
"Il semble que quelqu'un ait besoin d'un verre de lait chaud (avec un ingrédient secret, du whisky)",1,0
"Btw, je ne peux toujours pas croire à quel point la performance de newjabbakidz était géniale ... vous dans les masques ... j'ai crié sur mon ordinateur",1,0
4 heures et la fête continue,1,0
: Il semble que vous vous soyez amusant. J'espère que votre frère a passé un excellent anniversaire!,1,0
yehey nakapagupload NRIN pic sur twitter,1,0
"À tous mes amis twitter et fb, vous êtes les plus gentils? ~ 5zfha",1,0
Est prévu tôt demain pour le jeu. Qui a besoin d'un lay-in lorsque les rouges jouent,1,0
Devinez 10 heures de sommeil était un peu trop! Off pour faire tout ce que je fais sur un jour où je n'ai pas de plans!,1,0
Opendns est bon & amp; rapide. Les filtres sont également bons. J'ai mis mon routeur réglé pour opendns alors toute la maison l'utilise,1,0
Maintenant 36!,1,0
Se prépare ... itunes sur shuffle ... écoute actuellement dallas green,1,0
Il y a trop de chance pour dire joyeux anniversaire sur msn!,1,0
Bonjour mes collègues ... rock à l'étreinte a secoué mon matin en voiture pour le travail ... tu es tellement génial ... & lt; 3,1,0
Est finalement de retour sur l'édition de «la bataille» après de nombreux problèmes de dentition,1,0
"N'a pas eu le temps d'une grande tranche ... a eu une petite pizza à la place, une excellente pizza là-bas.",1,0
J'ai passé un jour de congé aujourd'hui. Mais encore réveillé tôt. Envisagez d'aller profiter du café chez Starbucks bientôt. La vie décontractée est mon préféré,1,0
"Je me suis rapidement rappelé ce matin pourquoi entre le enterré et moi, c'est encore mon groupe préféré.",1,0
Cherchez mon prochain twitpic,1,0
...sensationnel. Est-ce que vous l'avez fait vous-même ou est-ce qu'il est acheté?,1,0
Lol! Je fais de la folle du chocolat de temps en temps. Et je prévois de faire de l'eau un peu demain!,1,0
Obtenir une nouvelle sonnerie pour mon nouveau téléphone et Shane arrive.,1,0
"Love sf. Vraiment désolé de vous avoir manqué - la prochaine fois, bientôt. Se prépare pour une grande semaine chargée et s'embarque pour aller à la maison.",1,0
+300 adeptes en 2 semaines ... goosh,1,0
pensant à vous.,1,0
"Ma maman était vraiment heureuse de son joli petit cadeau ^^ oh wow demain, nous pouvons tester l'un de ses cadeaux: l'une des recettes de pâtes",1,0
Tu es magnifique qu'importe ce qu'ils disent,1,0
Hmm est-ce que ces paroles 2 une chanson ou juste les choses désordonnées qui se passent avec vous?,1,0
"Merci, juste fait",1,0
"Bonne journée de ma femme et mon cerf, j'ai adoré chaque minute et heureuse maman!",1,0
Mon bébé est venu juste avant. Je veux qu'elle revienne.,1,0
"... hey, ça a rimé!",1,0
Mec - faites-le et faites-moi savoir comment ça se passe - * * je suis intéressé par le dojo mobile.,1,0
Bikini kill and huggy bear gratuitement! Merci google blogs.,1,0
Congrès à ... sorti ... marchés ... heureux lundi,1,0
11h11. Je souhaite une navigation par onglets sur les ordinateurs portables.,1,0
L'un des vieux drunkards du parc de wayheim a crié quelque chose au sujet de la gestion de projet. Clairement un ancien chef d'équipe de Nokia.,1,0
"L'amour lorsque les gens me doivent des boissons sont en sécurité au Pakistan, pak! Lol à bali hai.",1,0
Attendant avec enthousiasme que l'obtention du diplôme ne peut pas croire que le collège est terminé.,1,0
Plutôt en ce moment et mal à nouveau! Assis à côté de mon ami gingembre,1,0
"Oh bénissez, je suis impatient de voir venir le mien à partir de nz le jeudi prochain pour les mêmes raisons",1,0
Tmz est ma dépendance. Puis-je arrêter de regarder? Oui. Arrêter de regarder? non!,1,0
"Omg j'ai eu une si bonne vue !! J'ai porté des gros sommets, je me demande si mcfly m'a vu lol. Woo im croydon! 16ème rangée",1,0
Regarder des photos de bébé,1,0
Pensant à sortir pour une course ... j'ai besoin de choquer un peu mon corps ... haha ​​..,1,0
Yay j'ai oublié la pause de la prison cette semaine - le matériel final de la gueule de bois,1,0
"Désolé, je viens de découvrir comment afficher toutes mes réponses, ha: | Je vais au 15 juin montrer yeah youuu?",1,0
"Chants enchantés: musique de noël sur les cloches, les organes du baril et les boîtes à musique - emusic.com real good xmas kitsch",1,0
A une surprise pour le suiveur chanceux! Vérifiez votre hotmail et profitez ...,1,0
Maintenant quittant Jerome. Maintenant c'était une tournée à domicile amusante. Je sais où je veux vivre,1,0
Dis moi une chanson pour écouter maintenant!,1,0
"- haha, c'est gentil de nous tenir au courant de tout ce que vous faites! Bon lit en passant, mais vous ne devriez pas ...",1,0
"Bonne journée au monde de Twitter, avoir mes Starbucks et écouter le spectacle de Bobby Os ... Je dois les aimer ...",1,0
Officiellement sur vacay ... impatient de laisser tomber le citron,1,0
Mmm ces mikado sont si bons,1,0
Un peu sorta? Comment vas-tu aujourd'hui?,1,0
Tout le monde devrait se marier dans des parcs gratuits ... froids à vent.,1,0
"Finalement, j'ai réussi à installer sp1! Tout est bien en avance",1,0
Meilleur jour de ma vie. Shopping et sushi,1,0
"J'aimerais pouvoir être là. Demi, vous devez lancer un spectacle toronto, canada cet été! S'il vous plaît",1,0
J'espère qu'il va bien. J'espère que ta nuit va bien aussi rocsi,1,0
La musique apaise l'âme ...,1,0
Lol. Ressemble à un bon moment,1,0
Est-ce que tu vas vraiment me coucher maintenant? Ne vous crois pas! Je sais que vous êtes dans le coin de nouveau sur Twitter,1,0
"Le bal a été incroyable! Je n'aurais pas pu être mieux, je pense que je vais vraiment me heurter ...",1,0
"Verrouillez vos fils, je suis légal en une semaine",1,0
"Célibataire maintenant. Maintenant, je peux faire tout ce que je veux ... et ne pas me sentir mal à ce sujet.",1,0
"Oui, on l'appelle «projection» de votre ombre",1,0
Elle dit que je dois surveiller mon apport en alcool mais je ne pense personnellement pas que ce soit un problème.,1,0
"Je sais ce que je vais faire le 2 juin, les graphismes semblent si ... immaculés! Je suis surexcité",1,0
J'ai la pluie,1,0
2 vidéos de la vitrine sont en hausse! Le temps pour le 3ème et l'épisode 3 proprement dit!,1,0
"Le mac et le fromage, le soda clémentine et le premier film x-men. Wow ce déjeuner est incroyable. Wow les effets de ce film étaient horribles.",1,0
"Aww dh's crossed 100 k il approche de 100k, 200 (: et oh oui, beau !!",1,0
- Oooops ... ça devrait être squeezebox!,1,0
"Nous avons un service de voiture, mais merci",1,0
"Le premier voyage en solo à disney était amusant maintenant à la maison, nettoyé, emballé, alarme réglé et prêt à se détendre",1,0
Votre rockstar ..... ont été ceux qui vous ont fait luvviinnn cette musique atm! = D,1,0
"Dormir sur un canapé ce soir, dans le sac de couchage le plus confortable jamais.",1,0
Bonjour! Attendons avec impatience d'écouter le prodige à la radio 1 grand week-end. Ont apporté leur album hier! = P amaize tbqh. X,1,0
Partout où vous allez ... je vous suivrai? ~ 6irf4,1,0
Chef suppostaff qu'ils devraient appeler les rend sonores importants et professionnels,1,0
"Heey ju! Hahahaha, lâchez-vous!",1,0
Est en train de nettoyer,1,0
"Mais en prenant cette position et en se contentant de l'ennui, vous recevrez votre bénédiction",1,0
"Buvant mon café glacé dans un pot de maçonnerie. Apparemment, je suis un hipster et un hick, lol. Eh bien, l'une des deux n'est pas mauvaise.",1,0
- Est-ce que je vous ai dit que votre chat était adorable? A vu la photo sur votre blog,1,0
Ce r comment u?,1,0
N'aime pas ce genre de magie ;-),1,0
Venez visiter Chicago un week-end,1,0
"Je veux voir Star Trek à nouveau, c'était fantastique !!!!!!!",1,0
C'est froid t___t. Vous devriez jouer à chicago,1,0
Chamillionaire - plan de sauvegarde!,1,0
"Oui, c'était un peu rugueux ... mais vois-tu l'avoir fait ... pas plus de toi!",1,0
"Non, aimé votre liste dj.",1,0
"J'ai juste essayé d'enseigner mon cusn de 10 mois sur la façon d'attraper un football, ne fonctionnait pas. Mais je l'ai fait dire la banane",1,0
Ok xee Byee,1,0
J'ai 7 autres adeptes. salut!,1,0
"Vous devriez venir et voir par vous-même, vous auriez une journée de terrain, en fait, vous auriez besoin d'un mois de terrain au moins",1,0
Juste eu un bon dîner ... le dessewas particulièrement génial,1,0
Se réveiller au son d'auguste rire,1,0
Votre fille ga ga a participé à l'émission de télé en aussie rove live,1,0
Toutes les bonnes choses - j'espère,1,0
"Dieu, j'aime les quiz. Quand j'aurai mon téléphone, je serai là-bas 24 heures sur 24 et 7 jours sur le compte Facebook.",1,0
"Nous jouions à Marco Polo hier dans la chambre avec des matelas soufflés, et il m'a pincé dans un mur et ne m'a pas laissé tomber. Hah",1,0
"Maintenant, je suis en train d'écouter sa voix en réalité pour le lien du parti unique? doux..",1,0
"Ma première impression est oui. C'est le premier myst. Jeu. Je ne me souviens pas de la solution, donc je peux la refaire ...",1,0
"Awww ... yay !!! Eh bien, je suis content qu'il soit meilleur! Awww ... babe, tu fais un bon repos!",1,0
Excité pour les choses qui arrivent à ma façon ...,1,0
Hah! c'est génial! Lol. Nous devrions aller totalement à sonic demain après l'école,1,0
- attendez-leur 2 dites-moi quel est le plan,1,0
Appelez-moi si vous voulez me rappeler. Kim possible aha,1,0
Le harewood aujourd'hui. Ne peut pas le battre pour le déjeuner du dimanche.,1,0
Je me sens horrible): bonne journée de plaisir!,1,0
Est-ce que l'un de vous a vu la ville du film de braises ??? Il suffit de regarder et a été très heureux!,1,0
Heyy twitter (: je viens d'avoir un nouveau téléphone bien de toute façon je suis borded /:,1,0
"Le matin, je vais à l'école et la météo de nos jours est plutôt gentille",1,0
Il est à nouveau maintenant! Aah j'adore demi lovato,1,0
"Mmm ... j'ai remarqué que twitter & quot; auto & quot; Raccourcit les url's ... à une pincée, tu peux publier une url, copier court, supprimer une publication",1,0
Ali et leia devraient venir,1,0
"Vous devriez m'avoir donné un buzz ... juste fait la ville, vous l'auriez aimé",1,0
J'ai regardé marley et moi avec ... j'ai pleuré plus que je l'ai dans un film pendant longtemps. Je ne. même. se soucier.,1,0
Je viens juste de revenir à regarder à nouveau Star Trek.,1,0
